word,frequency,pos,example_sentence
प्रवीणता,1.0,NOUN,उसकी प्रवीणता सबको प्रभावित करती है।
हांफने,1.0,VERB,दौड़ के बाद वह हांफने लगी।
हांकें,1.0,VERB,गांव में वह सुबह गायें हांकें।
हांकता,1.0,VERB,वह बाजार में भैंस हांकता है।
प्रवीण,1.0,ADJ,वह हर खेल में प्रवीण है।
हाँफता,1.0,VERB,कुत्ता तेज दौड़ने के बाद हाँफता है।
प्रवाहिनी,1.0,NOUN,गंगा एक पवित्र प्रवाहिनी है।
हायात,1.0,NOUN,इस मूल्यवान वस्त्र की हायात बहुत लंबी है।
हामी,1.0,NOUN,मंत्री ने परियोजना के लिए हामी भरी।
प्रसन्नचित्त,1.0,ADJ,उसका चेहरा हमेशा प्रसन्नचित्त रहता है।
हाबी,1.0,ADJ,कभी-कभी उदासी दिल पर हाबी हो जाती है।
प्रश्नोत्तर,1.0,NOUN,कार्यक्रम के अंत में प्रश्नोत्तर सत्र था।
हानिकर,1.0,ADJ,सर्दियों में धुएं का स्तर हानिकर होता है।
हादिका,1.0,NOUN,हादिका में कुछ समय बिताने से मन शांत होता है।
हाथी कान,1.0,NOUN,उसने हाथी कान की आवाज सुनी।
हाथियार,1.0,NOUN,सेना के पास कई प्रकार के हाथियार हैं।
हावी,1.0,ADJ,उसकी खुशी पर चिंता हावी हो गई।
प्रश्नावास,1.0,NOUN,प्रश्नावास का निराकरण आवश्यक है।
हालचाल,1.0,NOUN,उसने मेरे हालचाल पूछे।
हारो,1.0,INTERJECTION,हारो और उम्मीद मत छोड़ो!
अखुवा,1.0,NOUN,इस मौसम में अखुवा तेजी से होता है।
प्रश्नात्मक,1.0,ADJ,प्रश्नात्मक दृष्टि से उसने मेरी ओर देखा।
छछा,1.0,NOUN,छछा का उपयोग सर्दियों में किया जाता है।
अखर,1.0,VERB,उसकी बातों ने मुझे बहुत अखर किया।
छगनलाल,1.0,NOUN,छगनलाल ने नया घर खरीदा।
अचेतन,1.0,ADJ,उसका दिमाग अभी अचेतन स्थिति में था।
छऊ,1.0,NOUN,छऊ एक पारंपरिक नृत्य है जो पश्चिम बंगाल में लोकप्रिय है।
छंदों,1.0,NOUN,उसने कविता के छंदों को बड़ी खूबसूरती से लिखा।
